Employbl Company ID,Company Name,Website,City,State,Zip,Latitude,Longitude
876,Grabr,Grabr.io,San Francisco,CA,94111,37.798439,-122.402248
181,Creative Market,creativemarket.com,San Francisco,CA,94111,37.800539,-122.396966
324,Hornblower Cruises,www.hornblower.com,San Francisco,CA,94111,37.798031,-122.394973
38,Alpha Sense,www.alpha-sense.com,San Francisco,CA,94104,37.790436,-122.401266
55,Apple,www.apple.com,Cupertino,CA,95014,37.33182,-122.03118
952,MarkLogic,marklogic.com,San Carlos,CA,94070,37.50734,-122.246944
84,Betterworks,betterworks.com,Redwood City,CA,94063,37.484282,-122.225865
28,Airbnb,www.airbnb.com,San Francisco,CA,94103,37.770138,-122.406353
808,Zignal Labs,zignallabs.com,San Francisco,CA,94103,37.782187,-122.409907
165,Code Nation,codenation.org,San Francisco,CA,94103,37.782052,-122.409694
395,Lever,www.lever.co,San Francisco,CA,94103,37.782292,-122.409546
664,Storenvy,storenvy.com,San Francisco,CA,94102,37.782762,-122.410379
80,Benchmark Capital,www.benchmark.com,San Francisco,CA,94102,37.782762,-122.410379
1079,Forcepoint,forcepoint.com,Los Gatos,CA,95032,37.249966,-121.967384
963,One Medical,onemedical.com,San Francisco,CA,94107,37.782989,-122.393071
319,Holberton School,www.holbertonschool.com,San Francisco,CA,94111,37.792085,-122.399368
27,After College,www.aftercollege.com,San Francisco,CA,94111,37.792085,-122.399368
380,Knotel,knotel.com,San Francisco,CA,94103,37.781703,-122.408409
835,Roblox,roblox.com,San Mateo,CA,94403,37.544412,-122.293699
376,Kiip,www.kiip.me,San Francisco,CA,94107,37.779299,-122.405026
196,Datavisor,datavisor.com,Mountain View,CA,94043,37.407728,-122.077488
433,Memebox,us.memebox.com,San Francisco,CA,94103,37.781519,-122.407699
791,Y Combinator SF,www.ycombinator.com,San Francisco,CA,94103,37.781709,-122.407809
338,Indiegogo,www.indiegogo.com,San Francisco,CA,94103,37.781409,-122.407592
861,Leetcode,leetcode.com,Palo Alto,CA,94303,37.424205,-122.098878
574,Resilio,www.resilio.com,San Francisco,CA,94105,37.787677,-122.398995
303,Hack Reactor,www.hackreactor.com,San Francisco,CA,94102,37.783697,-122.408966
573,Rescale,www.rescale.com,San Francisco,CA,94102,37.78376,-122.408816
246,Figure Eight,www.figure-eight.com,San Francisco,CA,94103,37.780922,-122.406243
119,Bugsnag,www.bugsnag.com,San Francisco,CA,94107,37.778197,-122.40252
597,Sano,sano.co,San Francisco,CA,94107,37.778387,-122.402266
478,No Means No Worldwide,www.nomeansnoworldwide.org,San Francisco,CA,94111,37.799885,-122.400479
118,Bugcrowd,www.bugcrowd.com,San Francisco,CA,94111,37.799885,-122.400479
545,Qualys,qualys.com,Foster City,CA,94404,37.555726,-122.276719
16,Adecco Group,www.adeccogroup.com,San Bruno,CA,94066,37.635,-122.424555
285,Good Eggs,www.goodeggs.com,San Francisco,CA,94124,37.740966,-122.394958
325,HotelTonight,www.hoteltonight.com,San Francisco,CA,94103,37.783436,-122.408038
419,Marketo,marketo.com,San Mateo,CA,94404,37.559895,-122.287037
982,YouTube,youtube.com,San Bruno,CA,94066,37.628293,-122.426523
769,Wealthfront,wealthfront.com,Redwood City,CA,94063,37.485152,-122.229612
858,Visa,usa.visa.com,Foster City,CA,94404,37.559665,-122.275934
104,Box,box.com,Redwood City,CA,94063,37.48487,-122.229315
48,AngelList,angel.co,San Francisco,CA,94133,37.796759,-122.403471
6,23andMe,23andme.com,Mountain View,CA,94041,37.395208,-122.079159
539,Proofpoint,proofpoint.com,Sunnyvale,CA,94089,37.400617,-122.032115
610,Sendgrid,sendgrid.com,Redwood City,CA,94063,37.485417,-122.229213
223,Ejento,www.ejento.com,San Francisco,CA,94107,37.779555,-122.4015
436,Mesosphere,mesosphere.com,San Francisco,CA,94105,37.789422,-122.400547
557,Randstad,www.randstadusa.com,San Francisco,CA,94108,37.788638,-122.403344
239,Expensify,use.expensify.com,San Francisco,CA,94108,37.788693,-122.403332
276,GitHub,github.com,San Francisco,CA,94107,37.782267,-122.391248
474,Nextdoor,nextdoor.com,San Francisco,CA,94103,37.776363,-122.416331
469,Nerd Wallet,www.nerdwallet.com,San Francisco,CA,94103,37.776363,-122.416331
523,Pivotal,pivotal.io,San Francisco,CA,94103,37.781822,-122.403975
379,Kiva,www.kiva.org,San Francisco,CA,94103,37.781822,-122.403975
282,Glu Mobile,www.glu.com,San Francisco,CA,94105,37.781833,-122.403986
765,Walmart Labs,www.walmartlabs.com,Sunnyvale,CA,94086,37.381451,-122.036953
799,Zedo,www.zedo.com,San Francisco,CA,94133,37.797157,-122.403406
173,Collective Health,collectivehealth.com,San Francisco,CA,94107,37.776105,-122.397302
120,BuildingConnected,buildingconnected.com,San Francisco,CA,94105,37.78845,-122.399909
418,Mapbox,www.mapbox.com,San Francisco,CA,94105,37.78844,-122.399855
141,Chartboost,www.chartboost.com,San Francisco,CA,94105,37.78844,-122.399855
543,Qadium,qadium.com,San Francisco,CA,94105,37.78844,-122.399855
399,Lime,li.me,San Francisco,CA,94105,37.78835,-122.399738
377,Kissmetrics,www.kissmetricshq.com,San Francisco,CA,94111,37.798028,-122.40251
260,Fossa,www.fossa.io,San Francisco,CA,94103,37.78451,-122.406709
316,HireClub,hireclub.com,San Francisco,CA,94103,37.784219,-122.406176
946,Kabam,corporate.kabam.com,San Francisco,CA,94107,37.782188,-122.400495
728,TrustArc,www.trustarc.com,San Francisco,CA,94103,37.783518,-122.406862
188,Crunchyroll,www.crunchyroll.com,San Francisco,CA,94103,37.783535,-122.406855
937,GoPro,gopro.com,San Francisco,CA,94103,37.784688,-122.40694
194,DataFox,www.datafox.com,San Francisco,CA,94103,37.782493,-122.403364
828,GoodTime,goodtime.io,San Francisco,CA,94103,37.782493,-122.403364
51,App Academy,www.appacademy.io,San Francisco,CA,94111,37.799195,-122.401373
457,Mountain View Staffing,www.mountainviewstaffing.com,Palo Alto,CA,94303,37.421099,-122.101449
447,MitchelLake Group,www.mitchellake.com,San Francisco,CA,94111,37.797747,-122.402228
711,Thoughtworks,www.thoughtworks.com,San Francisco,CA,94103,37.784414,-122.404915
49,Anomali,anomali.com,Redwood City,CA,94063,37.486075,-122.231216
33,Alation,alation.com,Redwood City,CA,94063,37.491223,-122.228606
916,NetSpring,netspring.io,Mountain View,CA,94040,37.386564,-122.084176
931,Elastic,elastic.co,Mountain View,CA,94040,37.386495,-122.084129
341,InfluxData,www.influxdata.com,San Francisco,CA,94103,37.785885,-122.405289
430,Medium,medium.com,San Francisco,CA,94102,37.776318,-122.393848
